,access,account_number,accounting_year,cdp_region,change_in_emissions,city,city_wide_emissions_inventory,country,gases_included,geocoded_column,inventory_boundary,last_update,organization,population,population_year,primary_protocol,primary_protocol_comment,reason_for_change,reporting_authority,total_basic_emissions_gpc,total_basic_emissions_gpc_1,total_scope_1_emissions_metric_tonnes_co2e,total_scope_2_emissions_metric_tonnes_co2e,total_scope_3_emissions,year_reported_to_cdp,coordinates,location,address,addr_list,state,State,Number of Customers,Average Monthly Consumption (kWh),Average Price (cents/kWh),Average Monthly Bill (Dollar and cents),Solar panel pricing (cost per watt $/W),Emissions (lbs/MWh),1,2,3,4,5,6,7,8,9,10,11,12
26,public,61790,2016-01-01 - 2016-12-31,North America,Decreased,Emeryville,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-122.285, 37.8313]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,"City of Emeryville, CA",11994.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Technological change,"CDP Cities, ICLEI - Local Governments for Sustainability",160428,160428,131281.0,25849.6,3296.97,2018,"[37.8313, -122.285]","Emerville City Hall, Park Avenue, Longfellow, Emeryville, Alameda County, California, 94608, United States of America","Emerville City Hall, Park Avenue, Longfellow, Emeryville, Alameda County, California, 94608, United States of America","['Emerville City Hall', 'Park Avenue', 'Longfellow', 'Emeryville', 'Alameda County', 'California', '94608', 'United States of America']",California,California,"13,591,152",546,18.84,102.9,3.41,491,3.466339111328125,4.0799360275268555,5.196476459503174,6.323315620422363,7.470468521118164,8.244348526000977,8.14592170715332,7.833217144012451,6.802186489105225,5.630860328674316,4.112983226776123,3.309967517852783
27,public,55616,,North America,,Los Altos Hills,In progress,United States of America,,"{'type': 'Point', 'coordinates': [-122.138, 37.3797]}",,2020-05-01T03:57:54.890,Los Altos Hills,8580.0,2017,,,,"CDP Cities, ICLEI - Local Governments for Sustainability",,,,,,2018,"[37.3797, -122.138]","12742, Concepcion Road, Los Altos Hills, Santa Clara County, California, 94022, United States of America","12742, Concepcion Road, Los Altos Hills, Santa Clara County, California, 94022, United States of America","['12742', 'Concepcion Road', 'Los Altos Hills', 'Santa Clara County', 'California', '94022', 'United States of America']",California,California,"13,591,152",546,18.84,102.9,3.41,491,3.466339111328125,4.0799360275268555,5.196476459503174,6.323315620422363,7.470468521118164,8.244348526000977,8.14592170715332,7.833217144012451,6.802186489105225,5.630860328674316,4.112983226776123,3.309967517852783
28,public,59642,2015-01-01 - 2015-12-31,North America,Decreased,"Dublin, CA",Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-121.93, 37.7]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,"City of Dublin, CA",63241.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Policy change,"CDP Cities, ICLEI - Local Governments for Sustainability",,,224746.0,56965.0,14994.0,2018,"[37.7, -121.93]","West Dublin/Pleasanton, Arthur H. Breed Junior Freeway, Dougherty, Pleasanton, Alameda County, California, 94588, United States of America","West Dublin/Pleasanton, Arthur H. Breed Junior Freeway, Dougherty, Pleasanton, Alameda County, California, 94588, United States of America","['West Dublin/Pleasanton', 'Arthur H. Breed Junior Freeway', 'Dougherty', 'Pleasanton', 'Alameda County', 'California', '94588', 'United States of America']",California,California,"13,591,152",546,18.84,102.9,3.41,491,3.466339111328125,4.0799360275268555,5.196476459503174,6.323315620422363,7.470468521118164,8.244348526000977,8.14592170715332,7.833217144012451,6.802186489105225,5.630860328674316,4.112983226776123,3.309967517852783
29,public,59631,2015-01-01 - 2015-12-31,North America,Increased,San Leandro,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-122.156, 37.7249]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,"City of San Leandro, CA",90465.0,2016,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Population increase,"CDP Cities, ICLEI - Local Governments for Sustainability",671166.78,673431.86,548456.82,102335.19,22639.85,2018,"[37.7249, -122.156]","105, West Estudillo Avenue, San Leandro, Alameda County, California, 94577, United States of America","105, West Estudillo Avenue, San Leandro, Alameda County, California, 94577, United States of America","['105', 'West Estudillo Avenue', 'San Leandro', 'Alameda County', 'California', '94577', 'United States of America']",California,California,"13,591,152",546,18.84,102.9,3.41,491,3.466339111328125,4.0799360275268555,5.196476459503174,6.323315620422363,7.470468521118164,8.244348526000977,8.14592170715332,7.833217144012451,6.802186489105225,5.630860328674316,4.112983226776123,3.309967517852783
30,public,54078,2015-01-01 - 2015-12-31,North America,Increased,Hayward,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-122.081, 37.6689]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,City of Hayward,158985.0,2016,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Population increase,"CDP Cities, ICLEI - Local Governments for Sustainability",,,915946.0,188853.0,41963.0,2018,"[37.6689, -122.081]","Mission Boulevard, Sorenson, Hayward, Alameda County, California, 94541, United States of America","Mission Boulevard, Sorenson, Hayward, Alameda County, California, 94541, United States of America","['Mission Boulevard', 'Sorenson', 'Hayward', 'Alameda County', 'California', '94541', 'United States of America']",California,California,"13,591,152",546,18.84,102.9,3.41,491,3.466339111328125,4.0799360275268555,5.196476459503174,6.323315620422363,7.470468521118164,8.244348526000977,8.14592170715332,7.833217144012451,6.802186489105225,5.630860328674316,4.112983226776123,3.309967517852783
31,public,59595,2015-01-01 - 2015-12-31,North America,Decreased,"Brisbane, CA",Yes,United States of America,"CH4, CO2, N20","{'type': 'Point', 'coordinates': [-122.4, 37.6808]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,"City of Brisbane, CA",4603.0,2015,International Emissions Analysis Protocol (ICLEI),,Change in data collection methods,"CDP Cities, ICLEI - Local Governments for Sustainability",Not Applicable,Not Applicable,47450.0,14030.0,1053.0,2018,"[37.6808, -122.4]","Brisbane Elementary School, 500, San Bruno Avenue, Brisbane, San Mateo County, California, 94005, United States of America","Brisbane Elementary School, 500, San Bruno Avenue, Brisbane, San Mateo County, California, 94005, United States of America","['Brisbane Elementary School', '500', 'San Bruno Avenue', 'Brisbane', 'San Mateo County', 'California', '94005', 'United States of America']",California,California,"13,591,152",546,18.84,102.9,3.41,491,3.466339111328125,4.0799360275268555,5.196476459503174,6.323315620422363,7.470468521118164,8.244348526000977,8.14592170715332,7.833217144012451,6.802186489105225,5.630860328674316,4.112983226776123,3.309967517852783
32,public,35883,2014-01-01 - 2014-12-31,North America,Decreased,"San José, CA",Yes,United States of America,"CH4, CO2, N20","{'type': 'Point', 'coordinates': [-121.886, 37.3382]}",Combination of administrative divisions,2020-05-01T03:57:54.890,City of San José,1046079.0,2017,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),"This 2014 inventory update was prepared based on guidance provided in the ICLEI U.S. Community Protocol for Accounting and Reporting Greenhouse Gas Emissions Version 1.1 (Community Protocol). The Community Protocol defines five basic emissions generating activities that must be included in all protocol-compliant emissions inventory reports. These required activities include:▪ Use of electricity by the community,▪ Use of fuel in residential and commercial stationary combustion equipment,▪ On-road passenger and freight motor vehicle travel,▪ Use of energy in potable water and wastewater treatment and distribution, and▪ Generation of solid waste by the community.In addition to these five required activities, cities may optionally include other emissions activities in their inventory as deemed relevant to their community. To allow closer comparison to the City’s previous community inventory, the 2014 inventory update includes several additional emissions activities that were included in the 2008 community inventory,including:▪ Off-road vehicles (boats, aircraft support equipment, public transit trains),▪ Off-road equipment (e.g., forklifts, lawn mowers), and▪ Wastewater treatment process emissions.",Policy change,"CDP Cities, ICLEI - Local Governments for Sustainability",Not Applicable,Not Applicable,,,,2018,"[37.3382, -121.886]","Horace Mann, Japantown, San Jose, Santa Clara County, California, United States of America","Horace Mann, Japantown, San Jose, Santa Clara County, California, United States of America","['Horace Mann', 'Japantown', 'San Jose', 'Santa Clara County', 'California', 'United States of America']",California,California,"13,591,152",546,18.84,102.9,3.41,491,3.466339111328125,4.0799360275268555,5.196476459503174,6.323315620422363,7.470468521118164,8.244348526000977,8.14592170715332,7.833217144012451,6.802186489105225,5.630860328674316,4.112983226776123,3.309967517852783
33,public,55418,,North America,,Huntington Beach,No,United States of America,,"{'type': 'Point', 'coordinates': [-117.999, 33.6603]}",,2020-05-01T03:57:54.890,City of Huntington Beach,202498.0,2016,,,,"CDP Cities, ICLEI - Local Governments for Sustainability",,,,,,2018,"[33.6603, -117.999]","457, Main Street, La Bolsa, Huntington Beach, Orange County, California, 92648, United States of America","457, Main Street, La Bolsa, Huntington Beach, Orange County, California, 92648, United States of America","['457', 'Main Street', 'La Bolsa', 'Huntington Beach', 'Orange County', 'California', '92648', 'United States of America']",California,California,"13,591,152",546,18.84,102.9,3.41,491,3.466339111328125,4.0799360275268555,5.196476459503174,6.323315620422363,7.470468521118164,8.244348526000977,8.14592170715332,7.833217144012451,6.802186489105225,5.630860328674316,4.112983226776123,3.309967517852783
34,public,74401,2012-01-01 - 2012-12-30,North America,Do not know,Encinitas,Yes,United States of America,"CH4, CO2, HFCs, N20, PFCs","{'type': 'Point', 'coordinates': [-117.293, 33.0454]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,"City of Encinitas, CA",63131.0,2016,Regional or country specific methodology,The California Adaptation Planning Guide (APG),Change in accounting methodology,"CDP Cities, ICLEI - Local Governments for Sustainability",Not Applicable,Not Applicable,,,,2018,"[33.0454, -117.293]","553, South Coast Highway 101, Leucadia, Encinitas, San Diego County, California, 92024, United States of America","553, South Coast Highway 101, Leucadia, Encinitas, San Diego County, California, 92024, United States of America","['553', 'South Coast Highway 101', 'Leucadia', 'Encinitas', 'San Diego County', 'California', '92024', 'United States of America']",California,California,"13,591,152",546,18.84,102.9,3.41,491,3.466339111328125,4.0799360275268555,5.196476459503174,6.323315620422363,7.470468521118164,8.244348526000977,8.14592170715332,7.833217144012451,6.802186489105225,5.630860328674316,4.112983226776123,3.309967517852783
35,public,31182,2016-01-01 - 2017-01-01,North America,Decreased,San Francisco,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-122.419, 37.7749]}",Other: Geopolitical Boundary,2020-05-01T03:57:54.890,City of San Francisco,870887.0,2016,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Policy change,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",5108064,5201049,4013141.0,803994.0,290930.0,2018,"[37.7749, -122.419]","1, South Van Ness Avenue, Hayes Valley, San Francisco, San Francisco City and County, California, 94102, United States of America","1, South Van Ness Avenue, Hayes Valley, San Francisco, San Francisco City and County, California, 94102, United States of America","['1', 'South Van Ness Avenue', 'Hayes Valley', 'San Francisco', 'San Francisco City and County', 'California', '94102', 'United States of America']",California,California,"13,591,152",546,18.84,102.9,3.41,491,3.466339111328125,4.0799360275268555,5.196476459503174,6.323315620422363,7.470468521118164,8.244348526000977,8.14592170715332,7.833217144012451,6.802186489105225,5.630860328674316,4.112983226776123,3.309967517852783
36,public,50553,2010-01-01 - 2010-12-31,North America,Do not know,Fresno,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-119.773, 36.7468]}",A metropolitan area,2020-05-01T03:57:54.890,City of Fresno,527438.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Change in staff,"CDP Cities, ICLEI - Local Governments for Sustainability",,,,,,2018,"[36.7468, -119.773]","3080, East McKenzie Avenue, Fresno, Fresno County, California, 93701, United States of America","3080, East McKenzie Avenue, Fresno, Fresno County, California, 93701, United States of America","['3080', 'East McKenzie Avenue', 'Fresno', 'Fresno County', 'California', '93701', 'United States of America']",California,California,"13,591,152",546,18.84,102.9,3.41,491,3.466339111328125,4.0799360275268555,5.196476459503174,6.323315620422363,7.470468521118164,8.244348526000977,8.14592170715332,7.833217144012451,6.802186489105225,5.630860328674316,4.112983226776123,3.309967517852783
37,public,54104,2016-01-01 - 2016-12-31,North America,Decreased,Boulder,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-105.252, 40.0274]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,City of Boulder,108707.0,2016,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Behavioural change,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",1598862,,771673.0,803264.0,163609.0,2018,"[40.0274, -105.252]","32nd Street, Ara, Boulder, Boulder County, Colorado, 80804, United States of America","32nd Street, Ara, Boulder, Boulder County, Colorado, 80804, United States of America","['32nd Street', 'Ara', 'Boulder', 'Boulder County', 'Colorado', '80804', 'United States of America']",Colorado,Colorado,"2,326,976",691,12.15,83.9,3.23,"1,379",4.301506519317627,5.324462413787842,6.353246688842773,6.8240156173706055,6.957242012023926,7.348330974578857,6.725729465484619,6.405582427978516,6.373469352722168,5.421514987945557,4.8795647621154785,4.210392951965332
38,public,74414,2016-01-01 - 2016-12-31,North America,Decreased,Boulder County,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-105.5, 40.15]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,Boulder County,322226.0,2016,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,"CDP Cities, ICLEI - Local Governments for Sustainability",3998878,4873034,2321769.0,1908448.0,642817.0,2018,"[40.15, -105.5]","North Basin, Peaceful Valley, Allenspark, Boulder County, Colorado, United States of America","North Basin, Peaceful Valley, Allenspark, Boulder County, Colorado, United States of America","['North Basin', 'Peaceful Valley', 'Allenspark', 'Boulder County', 'Colorado', 'United States of America']",Colorado,Colorado,"2,326,976",691,12.15,83.9,3.23,"1,379",4.301506519317627,5.324462413787842,6.353246688842773,6.8240156173706055,6.957242012023926,7.348330974578857,6.725729465484619,6.405582427978516,6.373469352722168,5.421514987945557,4.8795647621154785,4.210392951965332
39,public,32550,2016-01-01 - 2016-12-31,North America,Decreased,Denver,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-104.985, 39.7376]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,City of Denver,693292.0,2016,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Technological change,"CDP Cities, ICLEI - Local Governments for Sustainability",8238021,0,3519846.0,4120658.0,642517.0,2018,"[39.7376, -104.985]","Colorado State Capitol Annex Boiler Plant, 1341, Sherman Street, Capitol Hill, Denver, Denver County, Colorado, 80203, United States of America","Colorado State Capitol Annex Boiler Plant, 1341, Sherman Street, Capitol Hill, Denver, Denver County, Colorado, 80203, United States of America","['Colorado State Capitol Annex Boiler Plant', '1341', 'Sherman Street', 'Capitol Hill', 'Denver', 'Denver County', 'Colorado', '80203', 'United States of America']",Colorado,Colorado,"2,326,976",691,12.15,83.9,3.23,"1,379",4.301506519317627,5.324462413787842,6.353246688842773,6.8240156173706055,6.957242012023926,7.348330974578857,6.725729465484619,6.405582427978516,6.373469352722168,5.421514987945557,4.8795647621154785,4.210392951965332
40,public,59535,,North America,,Vail,No,United States of America,,"{'type': 'Point', 'coordinates': [-106.374, 39.6403]}",,2020-05-01T03:57:54.890,"Town of Vail, CO",5305.0,2010,,,,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",,,,,,2018,"[39.6403, -106.374]","Founders Play Area, Wall Street, West Vail, Vail, Eagle County, Colorado, 81657, United States of America","Founders Play Area, Wall Street, West Vail, Vail, Eagle County, Colorado, 81657, United States of America","['Founders Play Area', 'Wall Street', 'West Vail', 'Vail', 'Eagle County', 'Colorado', '81657', 'United States of America']",Colorado,Colorado,"2,326,976",691,12.15,83.9,3.23,"1,379",4.301506519317627,5.324462413787842,6.353246688842773,6.8240156173706055,6.957242012023926,7.348330974578857,6.725729465484619,6.405582427978516,6.373469352722168,5.421514987945557,4.8795647621154785,4.210392951965332
41,public,54066,2017-01-01 - 2017-12-31,North America,Decreased,Fort Collins,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-105.084, 40.5853]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,City of Fort Collins,167492.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Change in data collection methods,"CDP Cities, ICLEI - Local Governments for Sustainability",2043293,2149332,984857.0,1094437.0,106039.0,2018,"[40.5853, -105.084]","216, South Sherwood Street, River Rock Cohousing, Fort Collins, Larimer County, Colorado, 80521, United States of America","216, South Sherwood Street, River Rock Cohousing, Fort Collins, Larimer County, Colorado, 80521, United States of America","['216', 'South Sherwood Street', 'River Rock Cohousing', 'Fort Collins', 'Larimer County', 'Colorado', '80521', 'United States of America']",Colorado,Colorado,"2,326,976",691,12.15,83.9,3.23,"1,379",4.301506519317627,5.324462413787842,6.353246688842773,6.8240156173706055,6.957242012023926,7.348330974578857,6.725729465484619,6.405582427978516,6.373469352722168,5.421514987945557,4.8795647621154785,4.210392951965332
42,public,54075,2015-01-01 - 2015-12-31,North America,Decreased,Lakewood,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-105.081, 39.7047]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,City of Lakewood,154368.0,2016,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Legislative change,"CDP Cities, ICLEI - Local Governments for Sustainability",1652223,,856008.0,774167.0,761183.0,2018,"[39.7047, -105.081]","Office Depot, 670, South Wadsworth Boulevard, Lakewood, Jefferson County, Colorado, 80226, United States of America","Office Depot, 670, South Wadsworth Boulevard, Lakewood, Jefferson County, Colorado, 80226, United States of America","['Office Depot', '670', 'South Wadsworth Boulevard', 'Lakewood', 'Jefferson County', 'Colorado', '80226', 'United States of America']",Colorado,Colorado,"2,326,976",691,12.15,83.9,3.23,"1,379",4.301506519317627,5.324462413787842,6.353246688842773,6.8240156173706055,6.957242012023926,7.348330974578857,6.725729465484619,6.405582427978516,6.373469352722168,5.421514987945557,4.8795647621154785,4.210392951965332
43,public,49330,2013-01-01 - 2013-12-31,North America,Decreased,Kansas City,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-94.573, 39.1429]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,Kansas City,467007.0,2013,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",10593687,10908792,8131805.0,6288235.0,306164.0,2018,"[39.1429, -94.573]","North Kansas City, Clay County, Missouri, United States of America","North Kansas City, Clay County, Missouri, United States of America","['North Kansas City', 'Clay County', 'Missouri', 'United States of America']",Missouri,Missouri,"2,792,459","1,118",11.34,126.79,2.31,"1,697",3.3116276264190674,3.938683271408081,4.915694236755371,5.419224739074707,6.252671241760254,6.455395221710205,6.410346508026123,6.162003993988037,5.815118789672852,4.680159091949463,3.7260963916778564,2.791189193725586
44,public,35393,2015-01-01 - 2015-12-31,North America,Stayed the same,St Louis,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-90.1994, 38.627]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,City of St Louis,319294.0,2010,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,No new inventory to report,"CDP Cities, ICLEI - Local Governments for Sustainability",7203267,7219170,2882605.0,,,2018,"[38.627, -90.1994]","Downtown West, St. Louis, City of Saint Louis, Missouri, United States of America","Downtown West, St. Louis, City of Saint Louis, Missouri, United States of America","['Downtown West', 'St. Louis', 'City of Saint Louis', 'Missouri', 'United States of America']",Missouri,Missouri,"2,792,459","1,118",11.34,126.79,2.31,"1,697",3.3116276264190674,3.938683271408081,4.915694236755371,5.419224739074707,6.252671241760254,6.455395221710205,6.410346508026123,6.162003993988037,5.815118789672852,4.680159091949463,3.7260963916778564,2.791189193725586
45,public,54100,2015-01-01 - 2015-12-31,North America,Increased,"Columbia, MO",Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-92.3341, 38.9517]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,"City of Columbia, MO",119098.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Population increase,"CDP Cities, ICLEI - Local Governments for Sustainability",2435589.11,,900655.0,1534933.0,0.0,2018,"[38.9517, -92.3341]","Jiffy Lube, North Providence Road, West End, Columbia, Boone County, Missouri, 65216, United States of America","Jiffy Lube, North Providence Road, West End, Columbia, Boone County, Missouri, 65216, United States of America","['Jiffy Lube', 'North Providence Road', 'West End', 'Columbia', 'Boone County', 'Missouri', '65216', 'United States of America']",Missouri,Missouri,"2,792,459","1,118",11.34,126.79,2.31,"1,697",3.3116276264190674,3.938683271408081,4.915694236755371,5.419224739074707,6.252671241760254,6.455395221710205,6.410346508026123,6.162003993988037,5.815118789672852,4.680159091949463,3.7260963916778564,2.791189193725586
46,public,73293,,North America,,LaGrange,No,United States of America,,"{'type': 'Point', 'coordinates': [-91.4976, 40.0428]}",,2020-05-01T03:57:54.890,"City of LaGrange, MO",931.0,2010,,,,"CDP Cities, ICLEI - Local Governments for Sustainability",,,,,,2018,"[40.0428, -91.4976]","Washington Street, La Grange, Lewis County, Missouri, 63448, United States of America","Washington Street, La Grange, Lewis County, Missouri, 63448, United States of America","['Washington Street', 'La Grange', 'Lewis County', 'Missouri', '63448', 'United States of America']",Missouri,Missouri,"2,792,459","1,118",11.34,126.79,2.31,"1,697",3.3116276264190674,3.938683271408081,4.915694236755371,5.419224739074707,6.252671241760254,6.455395221710205,6.410346508026123,6.162003993988037,5.815118789672852,4.680159091949463,3.7260963916778564,2.791189193725586
47,public,58668,2017-01-01 - 2017-12-31,North America,,New Bedford,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-70.9342, 41.6362]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,"City of New Bedford, MA",95120.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,"CDP Cities, ICLEI - Local Governments for Sustainability",480493,0,328329.0,152164.0,0.0,2018,"[41.6362, -70.9342]","235;237;239;241;243, Cottage Street, Westview Park, New Bedford, Bristol County, Massachusetts, 02740, United States of America","235;237;239;241;243, Cottage Street, Westview Park, New Bedford, Bristol County, Massachusetts, 02740, United States of America","['235;237;239;241;243', 'Cottage Street', 'Westview Park', 'New Bedford', 'Bristol County', 'Massachusetts', '02740', 'United States of America']",Massachusetts,Massachusetts,"2,784,243",607,21.61,131.2,3.22,808,3.2978286743164062,3.9697463512420654,4.929944038391113,5.439530372619629,5.7905049324035645,6.125535488128662,6.400425434112549,5.818361759185791,5.2421441078186035,3.8014235496520996,3.184960126876831,2.596895456314087
48,public,73530,2016-01-01 - 2016-12-31,North America,Decreased,"Lexington, MA",Yes,United States of America,"CH4, CO2","{'type': 'Point', 'coordinates': [-71.2269, 42.4443]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,"Town of Lexington, MA",31394.0,2010,City specific methodology,We developed our own protocol for determining GHG emissions. We are hoping to convert to an industry standard methodology.,Behavioural change,"CDP Cities, ICLEI - Local Governments for Sustainability",Not Applicable,Not Applicable,235202.0,171221.0,,2018,"[42.4443, -71.2269]","Vyne Brook Village, Winthrop Road, Fuller Heights, Lexington, Middlesex County, Massachusetts, 02421, United States of America","Vyne Brook Village, Winthrop Road, Fuller Heights, Lexington, Middlesex County, Massachusetts, 02421, United States of America","['Vyne Brook Village', 'Winthrop Road', 'Fuller Heights', 'Lexington', 'Middlesex County', 'Massachusetts', '02421', 'United States of America']",Massachusetts,Massachusetts,"2,784,243",607,21.61,131.2,3.22,808,3.2978286743164062,3.9697463512420654,4.929944038391113,5.439530372619629,5.7905049324035645,6.125535488128662,6.400425434112549,5.818361759185791,5.2421441078186035,3.8014235496520996,3.184960126876831,2.596895456314087
49,public,58531,2016-01-01 - 2016-12-31,North America,Decreased,Somerville,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-71.0826, 42.3934]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,"City of Somerville, MA",79507.0,2016,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Change in weather conditions,"CDP Cities, ICLEI - Local Governments for Sustainability",612200,618374,467600.0,124237.0,26537.0,2018,"[42.3934, -71.0826]","Assembly Square Marketplace, 155;177, Middlesex Avenue, Ten Hills, Somerville, Middlesex County, Massachusetts, 02145, United States of America","Assembly Square Marketplace, 155;177, Middlesex Avenue, Ten Hills, Somerville, Middlesex County, Massachusetts, 02145, United States of America","['Assembly Square Marketplace', '155;177', 'Middlesex Avenue', 'Ten Hills', 'Somerville', 'Middlesex County', 'Massachusetts', '02145', 'United States of America']",Massachusetts,Massachusetts,"2,784,243",607,21.61,131.2,3.22,808,3.2978286743164062,3.9697463512420654,4.929944038391113,5.439530372619629,5.7905049324035645,6.125535488128662,6.400425434112549,5.818361759185791,5.2421441078186035,3.8014235496520996,3.184960126876831,2.596895456314087
50,public,35268,2016-01-01 - 2016-12-31,North America,Decreased,Boston,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-71.0598, 42.3584]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,City of Boston,672840.0,2016,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Technological change,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",6116644,,3890790.0,2394298.0,,2018,"[42.3584, -71.0598]","Kings Chapel Burying Ground, Tremont Street, Downtown Crossing, Financial District, Boston, Suffolk County, Massachusetts, 02201, United States of America","Kings Chapel Burying Ground, Tremont Street, Downtown Crossing, Financial District, Boston, Suffolk County, Massachusetts, 02201, United States of America","['Kings Chapel Burying Ground', 'Tremont Street', 'Downtown Crossing', 'Financial District', 'Boston', 'Suffolk County', 'Massachusetts', '02201', 'United States of America']",Massachusetts,Massachusetts,"2,784,243",607,21.61,131.2,3.22,808,3.2978286743164062,3.9697463512420654,4.929944038391113,5.439530372619629,5.7905049324035645,6.125535488128662,6.400425434112549,5.818361759185791,5.2421441078186035,3.8014235496520996,3.184960126876831,2.596895456314087
51,public,58530,,North America,,Northampton,In progress,United States of America,,"{'type': 'Point', 'coordinates': [-72.6144, 42.3048]}",,2020-05-01T03:57:54.890,"City of Northampton, MA",28549.0,2010,,,,"CDP Cities, ICLEI - Local Governments for Sustainability",,,,,,2018,"[42.3048, -72.6144]","First Square Road, Northampton, Hampshire County, Massachusetts, 01060, United States of America","First Square Road, Northampton, Hampshire County, Massachusetts, 01060, United States of America","['First Square Road', 'Northampton', 'Hampshire County', 'Massachusetts', '01060', 'United States of America']",Massachusetts,Massachusetts,"2,784,243",607,21.61,131.2,3.22,808,3.2978286743164062,3.9697463512420654,4.929944038391113,5.439530372619629,5.7905049324035645,6.125535488128662,6.400425434112549,5.818361759185791,5.2421441078186035,3.8014235496520996,3.184960126876831,2.596895456314087
